Chr,GeneID,GeneName,Start,Stop,CodingLength,Liver-1,Liver-2,Liver-3,Adipose-1,Adipose-2,Adipose-3,Marrow-1,Marrow-2,Marrow-3
chr2,ENSG00000075340,ADD2,70834750,70995357,12673,0.082582582,0.148454152,0.146764371,1.710435652,1.863091704,12.19991258,0.097271773,0.093230657,0.104872775
chr2,ENSG00000258881,AC007040.11,71166448,71222466,4451,12.46996988,10.71569064,10.43657749,12.79108401,16.22517726,14.24459067,15.40431173,13.09224794,13.16153323
chr2,ENSG00000144043,TEX261,71213068,71222075,4260,85.37662599,72.22969309,72.51790639,82.07116459,113.6033732,96.66215655,105.22153,89.39488115,85.39265682
chr2,ENSG00000124357,NAGK,71291474,71306935,8894,39.33683654,44.23933744,29.22241697,32.73625104,51.94950847,49.34489782,54.04773438,54.63316485,56.63129835
chr2,ENSG00000124370,MCEE,71336814,71357369,1624,6.028528483,7.962540905,5.169367287,6.693009073,5.806334339,5.009461312,5.040446432,7.351903217,6.489002936
chr2,ENSG00000124383,MPHOSPH10,71357444,71377231,4673,18.80130116,27.8419015,24.19981405,25.16571411,32.56792828,36.13968518,27.59865494,31.93815926,29.15463137
chr2,ENSG00000075292,ZNF638,71503691,71662199,14127,101.5490483,136.6587953,115.4383313,98.9226741,88.97619505,100.478889,89.90564715,111.6503708,104.9907566
chr2,ENSG00000135636,DYSF,71680852,71913898,8386,7.377377322,6.100116083,22.97677763,0.223100302,0.850148641,0.937144123,0.265286654,2.13098644,0.340836518
chr2,ENSG00000144036,EXOC6B,72403113,73053170,10185,64.46946899,74.56447204,59.43957023,47.50549106,37.40654022,38.40587006,28.43872934,37.73177865,41.04458221
chr2,ENSG00000116096,SPR,73114489,73119287,1480,11.68543535,7.625145104,10.27350597,14.20405259,9.550606015,9.132895454,11.58418391,12.37304002,9.320567853
chr2,ENSG00000144040,SFXN5,73169165,73302747,11087,12.27727719,14.19761531,11.28454941,13.02905766,16.7587812,20.63420969,27.53675472,17.90028609,20.85657307
chr2,ENSG00000135631,RAB11FIP5,73300510,73383849,5932,63.31331284,48.70645784,62.63577208,66.00794281,77.88808617,65.87271236,79.91318317,98.74458415,86.61180282
chr2,ENSG00000135632,SMYD5,73441350,73454365,3380,16.13113101,14.92639024,15.44287325,15.88474153,19.50819808,21.63950975,22.9472956,17.70050611,17.92013538
chr2,ENSG00000135617,PRADC1,73455134,73460366,1407,7.253503449,6.248570236,6.930539739,5.413900672,13.39436317,13.39264147,12.00864255,8.057792475,8.232512816
chr2,ENSG00000135624,CCT7,73460548,73480149,3585,150.5755744,155.7284059,155.0320972,170.4783778,231.8554316,201.8778831,205.1461698,169.4400593,164.1390015
chr2,ENSG00000163013,FBXO41,73481810,73511559,8104,3.303303279,2.199820623,3.832180797,3.688591667,0.940589986,1.056417011,2.838567201,2.597139723,1.704182589
chr2,ENSG00000116127,ALMS1,73612886,73837920,14066,23.30205188,32.97031768,27.88523048,27.54545067,27.19571239,38.96815653,33.19620335,26.9436598,26.1395391
chr2,ENSG00000144034,TPRKB,73956231,73964527,2047,7.29479474,10.39179067,6.718546758,9.087618986,13.113995,13.61414826,13.1228465,9.309747008,8.83553127
chr2,ENSG00000144048,DUSP11,73989311,74007284,3544,17.57632619,19.60944396,17.61172451,20.42111435,18.92032934,19.21997401,14.85605264,19.31206461,18.05122635
chr2,ENSG00000124356,STAMBP,74056086,74100786,7655,30.84459436,28.80010558,29.97254598,23.57426529,18.19679858,17.19233491,23.82274156,34.18901369,34.75221572
chr2,ENSG00000163017,ACTG2,74119441,74146992,3811,73.89764709,12.1732405,71.09918414,0.327213777,0.361765379,3.322601891,3.784756268,0.732526589,0.760327617
chr2,ENSG00000114956,DGUOK,74153953,74186088,1455,21.07232216,19.51497313,19.32397551,25.71602819,19.47202154,17.72054342,15.97025659,19.07232864,19.61120887
chr2,ENSG00000237883,DGUOK-AS1,74174769,74208568,865,3.151901878,4.048749613,3.179894704,4.194285686,3.047873321,3.06701713,2.944681863,2.996699681,3.146183242
chr2,ENSG00000187605,TET3,74229840,74335303,11439,32.23473449,42.05301265,31.27711816,36.93053673,9.90332726,16.51077555,20.62161593,15.46297035,16.49124382
chr2,ENSG00000163170,BOLA3,74362525,74375121,3156,6.565315266,7.773599257,7.207761328,8.105977655,12.75222962,11.53539221,10.24890775,9.815856288,7.957221782
chr2,ENSG00000225439,BOLA3-AS1,74375136,74377188,1834,1.926926912,2.361770608,1.875322518,1.948409308,1.917356511,1.056417011,2.688238097,1.664833156,2.163000979
chr2,ENSG00000114978,MOB1A,74379655,74406025,6454,140.005004,151.8551021,157.2335627,147.261073,135.1103251,145.5299628,116.4873699,145.6262858,125.4540568
chr2,ENSG00000065911,MTHFD2,74425689,74444692,4870,273.1831811,311.7807119,282.733407,334.8289339,300.0301174,298.7104295,137.4892301,191.2427143,120.4594909
chr2,ENSG00000264324,RP11-287D1.3,74438731,74590504,5059,77.61386328,78.0868842,75.51842242,82.93381909,76.67617215,71.41038218,55.8693694,60.06718027,52.64613291
chr2,ENSG00000188687,SLC4A5,74443369,74570541,8009,14.21796786,14.89939858,13.86107948,18.19011132,15.1851018,14.50017543,6.977039009,8.777000398,7.708148942
chr2,ENSG00000204843,DCTN1,74588281,74619214,10439,235.5943426,216.8510293,228.4632041,223.1449225,201.9103023,192.9153775,195.4985785,212.6857653,213.8486968
chr2,ENSG00000237737,DCTN1-AS1,74612613,74621009,3174,3.674924897,3.481924667,4.549695499,3.65884496,3.4096387,4.038239221,3.510626726,3.862412922,3.867183568
chr2,ENSG00000159239,C2orf81,74641304,74648718,2994,1.114864857,1.174137388,1.320879338,3.852198555,1.600811804,1.601664501,3.183439852,2.770282372,3.015092273
chr2,ENSG00000005448,WDR54,74648805,74652882,2860,8.244494433,8.893753316,9.376612588,13.07367772,7.461410949,6.304424101,12.95483162,9.482889657,9.949804502
chr2,ENSG00000114993,RTKN,74652963,74669549,5005,6.207457411,8.340424203,4.647538413,11.05090165,7.913617673,9.081778502,14.431594,11.01453616,12.51918748
chr2,ENSG00000115274,INO80B,74682150,74688011,2466,22.35235218,26.85670577,20.82423352,25.71602819,20.46687634,19.21997401,24.29141465,25.18559598,25.61517523
chr2,ENSG00000239779,WBP1,74685456,74688018,2438,18.08558545,24.11705186,17.5464959,20.19801405,14.1631146,13.58007029,19.58699798,22.04239099,22.08882818
chr2,ENSG00000115275,MOGS,74688184,74692537,3411,51.83433395,51.6350534,47.73103486,74.94682826,70.62564618,74.08550267,53.76476194,56.96393127,62.25510089
chr2,ENSG00000204822,MRPL53,74699085,74700449,1344,12.53878869,13.41485705,15.81793776,14.05531905,14.22642354,10.47897519,12.67185919,14.55730112,12.72893303
chr2,ENSG00000135637,CCDC142,74699113,74710535,4897,18.19569556,19.58245229,19.87841869,18.85941223,20.63871489,16.28926876,19.75501286,21.05680976,20.29288191
chr2,ENSG00000115282,TTC31,74710200,74722013,5094,16.80555543,20.24374806,15.0515016,14.35278612,16.98488456,18.0613231,22.95613849,20.75048046,20.42397288
chr2,ENSG00000115289,PCGF1,74732170,74735707,2629,5.409159119,5.897678603,5.022602916,7.168956385,7.588028832,8.093517426,6.800181239,5.66043273,6.698748485
chr2,ENSG00000115307,AUP1,74753772,74757066,2634,45.09008975,35.96639239,39.70791591,44.79854073,62.6306313,59.89202896,60.84791562,45.27014318,47.25829411
chr2,ENSG00000115317,HTRA2,74756504,74760472,2998,19.70970956,18.27335659,19.04675392,28.00652463,42.81493265,41.74551094,26.79395209,27.03689045,24.69753845
chr2,ENSG00000115318,LOXL3,74759541,74782817,4363,18.12687674,32.55194689,27.90153763,117.811833,211.3433346,176.8816935,17.56197652,84.21392036,30.84570486
chr2,ENSG00000115325,DOK1,74776153,74784681,3049,12.4974974,12.61860296,11.85529974,20.49548112,77.57154147,53.89430657,13.98060668,35.90712151,28.65648569
chr2,ENSG00000135622,SEMA4F,74881355,74909186,4433,7.157157104,10.49975733,10.27350597,8.239837836,8.257294784,8.536531012,10.60262328,13.7581812,13.54169704
chr2,ENSG00000159399,HK2,75061108,75120486,6064,91.41891823,61.99985241,108.9643918,108.1144066,26.58071125,20.56605376,17.85379184,32.28444456,66.29270272
chr2,ENSG00000115350,POLE4,75185619,75197255,2151,18.92517503,12.80754461,15.85055206,17.08948317,19.28209472,16.66412641,20.09104262,18.87254866,18.11677183
chr2,ENSG00000115363,EVA1A,75696428,75796848,2744,12.75900891,12.63209879,8.822169408,16.42018226,41.36787113,32.33999174,25.93619191,29.51416219,41.73936434
chr2,ENSG00000115364,MRPL19,75873909,75917977,4601,36.70795768,46.88452052,44.27391857,39.02767957,46.60442499,47.40245364,40.54464367,42.89942076,40.67752749
chr2,ENSG00000005436,GCFC2,75879126,75938115,5465,15.80080068,14.11664032,18.34554637,15.26006069,17.50040023,18.0613231,16.58925878,16.2487716,16.13729821
chr2,ENSG00000270696,RP11-342K6.1,75887588,75889334,1747,8.547297233,7.382220128,6.571782387,10.27748727,6.267585197,6.781515654,5.190775536,6.712607285,7.210003262
chr2,ENSG00000163541,SUCLG1,84650647,84687169,4286,32.97797773,44.19884994,43.40963949,32.23055702,38.10293858,34.72544951,34.54032239,44.21796862,34.16230636
chr2,ENSG00000235847,LDHAP7,85004383,85005347,965,9.607107035,8.731803332,7.321911394,16.25657537,4.757214738,6.270346132,9.541476667,2.863513028,2.53005569
chr2,ENSG00000186854,TRABD2A,85048774,85134132,8771,8.313313251,11.98429885,10.17566305,15.81037477,30.77718965,31.21541879,10.76179528,11.02785483,12.27011464
chr2,ENSG00000034510,TMSB10,85132749,85133795,492,622.6038492,737.9790878,654.0472655,936.381716,837.8847951,699.6036463,680.3187821,807.7637286,766.2267103
chr2,ENSG00000176407,KCMF1,85198216,85286595,7968,52.21971933,46.12875392,52.90040215,41.08020235,49.86031341,45.23850267,45.18716012,44.03150731,42.05398266
chr2,ENSG00000152284,TCF7L1,85360533,85537511,4414,22.54504488,19.73090645,30.86943935,2.617710215,3.219711876,3.61226462,4.562930455,7.924605823,8.927294948
chr2,ENSG00000152291,TGOLN2,85545147,85555548,7077,320.5305281,353.0104788,372.5042806,509.3528638,372.4645904,337.0140656,293.5219972,352.3719265,395.5014517
chr2,ENSG00000042445,RETSAT,85569211,85581743,4264,54.49074033,47.64028711,37.4901432,73.96518693,44.47905339,51.64516067,52.1111418,60.73311353,54.94022486
chr2,ENSG00000115459,ELMOD3,85581517,85618875,7258,14.6584083,16.3434526,11.9042212,15.37904751,11.64884521,12.04656173,17.62387674,14.39747713,15.54738885
chr2,ENSG00000042493,CAPG,85621871,85645555,2607,3.041791769,6.41052022,6.033646361,66.23104312,45.38346684,44.65917721,120.7938566,109.8257136,88.7879129
chr2,ENSG00000168906,MAT2A,85766288,85772403,4487,222.5738222,250.3611802,198.6700368,191.7323999,164.1962616,167.4591353,306.4856717,208.4504298,220.6129907
chr2,ENSG00000115486,GGCX,85771846,85788670,9098,117.4874866,109.5321729,107.8228912,112.2343255,97.45054906,111.4008778,101.7374319,95.44155517,118.2440535
chr2,ENSG00000168899,VAMP5,85811531,85820535,819,47.82907872,32.21455109,41.53431697,26.81665635,12.45377318,16.49373657,28.14691402,45.44328583,46.58973017
chr2,ENSG00000168894,RNF181,85822848,85824736,1220,29.75725703,26.89719326,32.71214757,32.94447799,33.73462162,29.71598819,31.3922541,39.29006248,37.02008948
chr2,ENSG00000168890,TMEM150A,85825671,85830319,3094,12.20845837,12.11925717,14.96996584,11.72020255,9.19788477,9.166973422,12.7426023,19.17887796,20.80413669
chr2,ENSG00000168883,USP39,85829979,85876403,3950,31.42267244,34.4953467,35.32129194,31.08530881,36.91815696,36.08856823,37.67070492,35.13463892,28.77446756
chr2,ENSG00000168887,C2orf68,85833777,85839189,4413,13.46096086,19.74440228,10.48549895,11.91355615,9.713400435,10.9049498,16.38587235,15.88916764,13.97429723
chr2,ENSG00000168874,ATOH8,85978467,86015189,6076,6.744244194,7.341732631,7.566518679,5.042066835,4.341184552,6.645203782,3.855499376,4.501708854,5.912202675
chr2,ENSG00000115525,ST3GAL5,86066267,86116137,5701,30.66566544,25.54761006,23.90628531,10.66419446,14.17215874,14.65352629,7.401497656,10.85471218,14.21026097
chr2,ENSG00000068654,POLR1A,86247339,86333278,13519,65.19894846,66.07559368,63.92403712,65.59148891,60.67709825,75.19303664,67.17058088,57.5632712,58.84673571
chr2,ENSG00000132300,PTCD3,86333305,86369280,10165,45.69569535,51.04123679,41.12663817,40.97608888,43.31236004,41.30249735,50.76702275,46.0293071,44.17765635
chr2,ENSG00000132305,IMMT,86371055,86422893,3986,60.17517472,75.65763443,65.84828109,67.28705121,83.56780263,78.66898938,78.53369257,74.42470141,72.54574191
chr2,ENSG00000132313,MRPL35,86426478,86440917,3829,21.12737722,27.04564741,21.31344809,19.1271326,26.58071125,27.27941347,29.4733473,22.8814669,22.4034465
chr2,ENSG00000115548,KDM3A,86667770,86719839,13423,50.69194156,48.34207038,49.72050744,52.56243125,25.33262069,23.75234377,25.73280547,31.49864331,34.46381559
chr2,ENSG00000115561,CHMP3,86730554,86948245,7393,95.09384313,103.4860401,109.7634423,107.3558655,105.8615941,116.0865984,106.7778784,127.8325491,120.1579816
chr2,ENSG00000249884,RNF103-CHMP3,86732791,86948245,1503,45.3378375,44.02340412,49.65527883,48.82921953,47.80729488,51.98594035,46.62855094,55.35237277,51.68916884
chr2,ENSG00000228363,AC015971.2,86789193,86845889,2860,15.84209197,13.09095708,17.23666001,13.22241126,12.46281732,13.39264147,10.60262328,16.22213427,13.64656981
chr2,ENSG00000239305,RNF103,86830516,86850989,7599,34.29929904,27.30206822,36.0877281,26.63817611,21.60643728,25.89925576,20.4182295,27.27662643,28.04035814
chr2,ENSG00000153561,RMND5A,86947296,87005164,6804,33.96896871,29.11050972,30.1682318,28.95841926,27.65696325,34.5209817,18.8795669,17.64723145,15.69158892
chr2,ENSG00000222041,LINC00152,87754887,87906324,3125,15.5668167,18.97513985,17.02466703,19.48409308,28.52520016,19.03254519,8.427272719,14.62389444,14.35446104
chr2,ENSG00000229604,MTATP8P2,88124461,88124662,202,4.77602599,6.329545228,5.691196162,6.544275538,6.665527114,7.190451271,5.845149284,6.925705929,7.144457778
chr2,ENSG00000172086,KRCC1,88326724,88355248,1753,34.62962937,33.57763012,32.30446876,30.87708186,28.05490517,27.38164738,19.13601067,24.35983874,21.65622798
chr2,ENSG00000144115,THNSL2,88469835,88486146,6401,16.87437425,7.152790983,0.782743312,7.273069859,13.39436317,1.516469581,4.244586469,4.701488833,5.256747833
chr2,ENSG00000225420,AC104134.2,88838238,88875128,1747,7.666416359,5.884182771,7.517597222,8.864518683,6.674571249,7.531230953,4.845902886,5.780300718,6.174384612
chr2,ENSG00000172071,EIF2AK3,88856259,88927094,5434,32.09709686,27.53149737,30.08669604,38.37325202,29.15828958,32.28887479,20.20600017,24.93254134,26.29684826
chr2,ENSG00000153574,RPIA,88991162,89050452,1848,7.019519467,8.030020066,8.039426097,10.2328672,12.5623028,12.98370585,11.70798434,10.90798684,8.180076428
chr2,ENSG00000143429,AC027612.6,91805186,91847998,3070,14.79604594,20.98601883,12.11621418,15.28980739,23.54188206,14.31274661,7.171582555,7.977880484,7.262439649
chr2,ENSG00000144029,MRPS5,95752952,95815179,6719,30.74824802,33.37519264,30.77159644,31.62074953,33.11057634,32.95339516,31.57795475,29.07464624,26.38861194
chr2,ENSG00000144026,ZNF514,95813075,95831158,6813,9.166666598,16.55938592,11.49654239,10.27748727,8.275383053,8.297985235,9.87750643,10.53506421,8.2980583
chr2,ENSG00000163067,ZNF2,95831177,95850065,3999,3.578578552,4.534599566,2.755908743,4.506626109,3.554344852,3.271484939,3.245340071,3.076611672,3.513237953
chr2,ENSG00000115042,FAHD2A,96068469,96082364,5665,3.716216188,4.048749613,3.881102254,2.72182369,3.699051004,3.748576492,3.926242484,2.796919702,2.438292012
chr2,ENSG00000272913,RP11-440D17.3,96190857,96192450,1594,1.046046038,2.010878974,1.826401061,2.052522782,3.029785052,2.98182221,1.927749688,1.265273199,2.53005569
chr2,ENSG00000229689,AC009237.8,96191093,96198153,4978,1.28003002,2.37526644,2.038394041,2.112016196,2.559490059,2.658081513,2.060393015,1.438415847,2.700473949
chr2,ENSG00000232931,LINC00342,96472866,96481963,2618,5.051301263,7.071815991,3.228816161,1.755055712,2.948387842,3.595225636,6.614480581,5.687070061,6.213711902
chr2,ENSG00000174501,ANKRD36C,96514587,96657541,8749,4.569569535,6.680436861,4.826917089,2.17150961,2.297210159,3.799693444,3.758227603,5.66043273,6.567657517
chr2,ENSG00000158050,DUSP2,96808905,96811179,1932,0.674424419,0.188941649,0.603364636,1.368348522,7.940750077,11.68874306,2.865095867,2.996699681,1.573091621
chr2,ENSG00000084090,STARD7,96850597,96874563,4414,83.33958897,90.53004134,78.55155275,85.17969547,154.9350678,138.6802912,84.24619853,108.8667697,96.71891649
chr2,ENSG00000204685,STARD7-AS1,96874154,96908359,2285,8.230730669,6.262066068,7.648054441,8.388571371,11.19663849,9.439597167,9.028589136,7.218716564,8.376712881
chr2,ENSG00000135956,TMEM127,96914254,96931732,6367,77.58633575,59.88100678,70.00660494,75.43764893,69.88402716,67.90035146,67.25900976,73.06619755,75.24621586
chr2,ENSG00000144021,CIAO1,96931870,96939087,4031,42.75024993,40.87887526,40.91464519,43.37069879,59.14863952,54.20100828,51.12958118,45.89612044,47.40249417
chr2,ENSG00000144028,SNRNP200,96940074,96971297,10970,165.5643131,190.2372485,157.0052626,156.3486919,164.7479538,190.4276858,227.332977,165.2979544,174.088806
chr2,ENSG00000121152,NCAPH,97001525,97039583,3278,0.178928928,4.669557887,0.733821855,1.23448834,18.8570204,18.23171294,29.57946196,6.44623398,6.869166744
chr2,ENSG00000196843,ARID5A,97202480,97218375,3565,9.263012944,6.370032724,9.39291974,7.927497413,6.032437701,7.565308921,3.563684057,3.449534299,3.827856277
chr2,ENSG00000114982,KANSL3,97258907,97308524,9015,50.375375,47.22191632,38.32180797,73.16202584,43.05912428,47.31725872,42.26016404,42.03370752,49.18533134
chr2,ENSG00000114988,LMAN2L,97371666,97405801,2709,18.34709696,20.43268971,17.87263895,29.15177285,20.34025845,18.64064856,20.81615948,16.60837556,17.71038983
chr2,ENSG00000158158,CNNM4,97426639,97477628,5198,10.06131124,8.434895027,9.670141329,13.08855108,9.72244457,11.34796338,8.807516924,7.218716564,8.127640041
chr2,ENSG00000168763,CNNM3,97481982,97499648,4416,10.21271264,8.070507562,9.278769674,8.403444725,4.938097428,6.798554638,7.304225883,7.25867256,6.711857582
chr2,ENSG00000163126,ANKRD23,97490263,97523671,4116,4.019018989,3.873303796,4.027866625,4.105045565,3.545300718,3.61226462,4.324172466,3.143204999,4.142474601
chr2,ENSG00000213337,ANKRD39,97502348,97523832,5330,4.583333299,4.575087063,4.69645987,5.220547077,5.779201935,4.856110456,5.411847748,4.275291545,5.178093252
chr2,ENSG00000168758,SEMA4C,97525453,97536494,6157,22.47622606,19.94683976,16.81267405,24.4666665,14.94091017,15.47139752,28.89855955,19.13892196,16.20284369
chr2,ENSG00000135976,ANKRD36,97779233,97930258,10693,3.206956933,6.154099412,3.098358942,1.933535954,2.812725824,3.118134082,3.837813599,4.31524754,5.990857256
chr2,ENSG00000230606,AC159540.1,98081083,98099107,5415,10.19894887,19.97383142,8.708019342,6.157568347,7.62420537,8.11055641,13.67110559,14.33088381,18.07744454
chr2,ENSG00000135940,COX5B,98262503,98264846,1441,51.75175136,42.09350014,57.36856188,53.88615971,47.38222056,43.61979918,36.49460075,45.69634047,38.55385381
chr2,ENSG00000115073,ACTR1B,98272431,98280570,2887,40.42417387,36.99207563,41.0451024,31.0555621,39.32389673,37.45168695,38.21012111,36.66628543,38.96023581
chr2,ENSG00000075568,TMEM131,98372799,98612388,12991,86.14739675,113.8778308,94.3042619,116.7260782,88.79531236,100.9730195,83.62719633,95.68129114,100.1797181
chr2,ENSG00000040933,INPP4A,99061317,99210853,13202,31.68418395,33.91502592,33.52750518,24.82362698,23.5780586,27.34756941,27.51022605,29.44756886,28.17144911
chr2,ENSG00000183513,COA5,99215773,99224978,2760,12.20845837,15.76313183,10.25719881,10.60470104,6.348982408,7.446036032,11.0536106,10.49510822,9.569640693
chr2,ENSG00000115446,UNC50,99225042,99234978,2230,24.4306805,22.92941864,23.38445644,22.04230988,16.88539908,20.20823509,16.78380233,19.61839391,19.53255429
chr2,ENSG00000241962,C2orf15,99757948,99939204,3998,32.06956933,40.64944611,30.86943935,33.43529866,43.08625668,39.82010574,34.79676616,36.61301077,31.29141416
chr2,ENSG00000144182,LIPT1,99771418,99779620,2439,2.560060041,2.915099721,2.168851259,2.409483266,1.691253148,1.584625517,2.476008774,2.570502393,2.097455494
chr2,ENSG00000273155,MRPL30,99771461,99811761,669,8.299549487,10.17585736,8.463412057,8.924012097,11.35943291,9.780376848,8.383058277,9.256472347,8.153858234
chr2,ENSG00000158411,MITD1,99777890,99797521,4305,12.45620611,17.50409416,11.80637828,10.94678817,10.15656303,9.422558183,10.65568062,10.45515222,11.09029593
chr2,ENSG00000185414,MRPL30,99797542,99814089,2898,29.7710208,38.26068384,28.53751657,31.38277588,40.05647163,36.94051743,32.47108649,33.37657511,28.97110402
chr2,ENSG00000115514,TXNDC9,99935445,99957165,2816,23.34334317,26.8297141,25.2434718,27.56032403,32.82116404,31.72658831,24.16761421,33.08356448,27.20137594
chr2,ENSG00000158417,EIF5B,99953816,100017789,7877,102.7189682,126.1995254,120.9175345,112.5615393,130.3078896,143.212661,119.3082513,138.141196,126.7256392
chr2,ENSG00000135945,REV1,100016938,100106497,7769,26.28878859,31.10789286,27.52647313,25.25495424,28.86887727,30.09084584,29.26111797,27.74277971,28.40741285
chr2,ENSG00000144218,AFF3,100162323,100759201,12295,1.348848839,2.496728928,2.31561563,1.799675773,3.997507442,3.578186652,6.791338351,4.621576841,14.9312613
chr2,ENSG00000115526,CHST10,101008327,101034118,4482,6.606606557,7.220270143,6.865311129,6.559148891,10.16560716,9.047700533,8.949003139,7.525045865,6.738075776
chr2,ENSG00000115539,PDCL3,101179152,101193197,1831,6.234984938,6.882874342,7.305604242,7.808510585,8.836119391,7.957205554,7.622569868,8.483989763,6.55454842
chr2,ENSG00000170485,NPAS2,101436614,101613291,12491,36.0197695,49.27328279,45.44803353,63.91079997,45.93515904,35.73074956,10.84138127,10.53506421,14.85260672
chr2,ENSG00000223947,AC016738.4,101610138,101618706,3485,5.312812773,6.451007717,5.218288744,7.808510585,5.408392421,4.464213823,1.361804826,1.278591864,2.412073819
chr2,ENSG00000071082,RPL31,101618177,101640494,5791,296.9944923,229.645078,270.8128787,277.7301298,224.2040939,234.6608884,175.946952,227.0832425,183.9861741
chr2,ENSG00000204634,TBC1D8,101624079,101869328,6030,2.477477459,4.480616238,1.989472584,6.811995901,1.365664307,1.465352629,1.291061718,1.145405211,0.943854972
chr2,ENSG00000158435,CNOT11,101869264,101886778,2786,32.00075051,32.97031768,31.01620372,30.01442735,31.40123493,24.92803367,29.43797574,28.91482225,26.87364852
chr2,ENSG00000163162,RNF149,101887681,101925163,4836,33.65240215,32.48446773,36.28341393,33.40555195,30.8947634,31.06206793,26.83816653,28.83491026,32.98248765
chr2,ENSG00000196460,RFX8,102013823,102091165,2625,0.1514014,0.647799938,0.146764371,2.335116499,4.621552721,5.793254579,27.07692452,15.13000372,23.08511954
chr2,ENSG00000071054,MAP4K4,102313312,102511149,11918,275.2752732,327.4493729,268.6114131,351.2044961,433.5758071,376.7660154,892.2651332,793.4594822,876.1202691
chr2,ENSG00000233404,FLJ20373,102508955,102511150,2196,33.47347322,33.88803426,29.15718836,39.5631203,43.57463994,42.35891436,87.66839637,85.05299627,103.8764834
chr2,ENSG00000115594,IL1R1,102681004,102796334,7083,673.337082,238.9841938,262.2353166,712.7013528,112.1834441,165.2951843,79.47988164,102.4604918,60.49848192
chr2,ENSG00000226925,AC007271.3,102789081,102798568,382,9.276776707,3.724849644,4.044173777,11.16988848,1.5736794,2.572886592,1.33527616,1.34518519,1.101164135
chr2,ENSG00000135953,MFSD9,103332299,103353347,4367,6.606606557,5.222887001,7.729590203,6.544275538,5.815378473,5.452474898,5.491433745,6.499508641,5.335402414
chr2,ENSG00000170417,TMEM182,103353367,103460352,4879,4.06031028,4.251187094,3.326659075,3.822451848,5.941996356,5.094656233,2.644023655,5.753663387,4.955238606
chr2,ENSG00000198914,POU3F3,105471969,105476929,4961,0,0.040487496,0.016307152,0,0.397941917,0.08519492,1.945435465,3.063293007,12.53229658
chr2,ENSG00000135972,MRPS9,105654441,105716418,1915,14.97497486,17.67953998,16.7963669,14.21892594,15.03135151,16.40854165,17.1905752,13.54508256,14.31513375
chr2,ENSG00000231851,AC104655.2,105713510,105719402,609,3.220720697,2.604695584,3.08205179,2.498723387,2.677063807,2.794393385,3.590212722,2.011118452,2.556273884
chr2,ENSG00000135966,TGFBRAP1,105880871,105946491,5982,30.88588565,24.68387681,32.02724717,23.51477188,28.74225939,27.53499823,33.75330532,34.40211234,33.27088778
chr2,ENSG00000135974,C2orf49,105953816,105965668,4768,22.82032015,30.01473046,24.78687154,20.8524416,20.25886124,22.04844537,16.71305922,24.58625605,20.83035488
chr2,ENSG00000115641,FHL2,105974169,106054970,6626,441.8718686,400.5967825,531.0750298,230.194892,253.2809862,176.2512511,148.7992844,312.3493374,321.4874909
chr2,ENSG00000238273,AC012360.6,105979495,105995296,2609,6.647897848,9.770982399,8.447104905,3.287011122,2.98456438,2.572886592,3.634427164,4.874631481,7.681930748
chr2,ENSG00000071051,NCK2,106361354,106510730,2990,30.36286264,24.25201018,32.32077591,22.14642335,21.02761267,17.19233491,22.00110653,20.12450319,18.20853551
chr2,ENSG00000235522,AC009505.2,106462990,106473633,1611,5.133883845,3.724849644,5.12044583,3.197771002,3.617653793,2.60696456,3.714013161,3.556083621,3.093746854
chr2,ENSG00000115652,UXS1,106709759,106810795,7145,33.26701677,30.39261376,40.50696638,69.19084046,49.38097428,41.7795889,40.00522747,39.63634778,43.31245596
chr2,ENSG00000144057,ST6GAL2,107418056,107503564,7708,0.357857855,2.078358135,0.70120755,0.743667675,4.386405225,3.322601891,2.237250785,0.439515953,2.53005569
chr2,ENSG00000135968,GCC2,109065017,109125871,13282,57.80780737,64.32113552,52.9167093,75.45252228,48.82023794,53.70687774,40.32357146,55.48555942,57.53582603
chr2,ENSG00000169756,LIMS1,109150857,109303702,7626,80.28403343,116.1316347,168.9420981,63.97029338,104.6949008,115.422078,69.49626055,93.07083275,101.529955
chr2,ENSG00000153201,RANBP2,109335937,109402267,12302,93.2494988,109.680627,99.34317197,91.63473089,102.9493828,124.8957531,108.157369,121.3996337,116.0286161
chr2,ENSG00000163006,CCDC138,109403213,109501933,5796,2.36736735,1.98388731,2.511301458,2.097142843,5.52596617,5.929566451,6.004321276,2.210898431,3.513237953
chr2,ENSG00000259863,SH3RF3-AS1,109743783,109745386,1604,4.129129098,2.969083049,4.810609936,1.621195531,0.660221817,0.460052569,2.493694551,3.129886333,2.582492077
chr2,ENSG00000172985,SH3RF3,109745804,110262207,5801,37.03828801,26.38435164,44.09453989,15.46828764,6.647438845,4.822032488,29.45566152,27.46308774,22.31168282
chr2,ENSG00000186522,10-Sep,110300559,110371783,4162,63.80880833,73.5792763,76.18701567,56.56336334,67.40593431,68.25817013,56.84208713,79.31265155,70.44828642
chr2,ENSG00000198142,SOWAHC,110371911,110376563,4653,14.57582572,14.10314449,21.47651961,14.59075978,15.04943978,18.21467396,12.8133454,17.59395679,16.62233479
chr2,ENSG00000144061,NPHP1,110879888,110962643,11763,5.794544501,4.750532879,4.370316823,3.837325202,3.572433121,3.032939162,4.713259559,4.608258176,5.06011138
